crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
0,0,10,0,1,5,73,3,6,391,19,397,21,20
0,0,10,0,1,6,71,3,6,391,19,397,14,18
0,0,10,0,1,6,65,2,6,391,19,397,13,21
0,0,10,0,1,6,74,2,6,391,19,396,15,18
0,0,10,0,1,6,80,2,6,391,19,397,14,17
0,0,12,0,1,7,69,2,1,273,21,392,10,22
0,0,12,0,1,6,77,2,1,273,21,397,9,21
0,0,12,0,1,7,91,2,1,273,21,397,6,24
0,0,12,0,1,7,89,2,1,273,21,393,6,22
0,0,12,0,1,6,81,3,1,273,21,397,8,12
